GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
mps5,org.mps.boundedqueue,FullBoundedQueueException,0,4,0,0,0,2,0,1,0,1
mps5,org.mps.boundedqueue,ArrayBoundedQueue,0,130,0,12,0,30,0,16,0,10
mps5,org.mps.boundedqueue,ArrayBoundedQueue.ArrayBoundedQueueIterator,0,53,0,4,0,11,0,5,0,3
mps5,org.mps.boundedqueue,EmptyBoundedQueueException,0,4,0,0,0,2,0,1,0,1
